code,name,trade,rised_time,industry
002930,宏川智慧,31.48,14:32:21,仓储物流
600903,贵州燃气,24.21,10:18:28,供气供热
603706,东方环宇,41.64,10:18:21,供气供热
002259,升达林业,3.17,10:59:27,供气供热
002806,华锋股份,23.82,13:18:33,元器件
002935,天奥电子,44.96,09:25:03,元器件
002907,华森制药,26.75,11:01:00,化学制药
000752,西藏发展,7.43,10:05:24,啤酒
002243,通产丽星,8.72,13:12:00,塑料
002676,顺威股份,3.66,10:53:12,塑料
603996,中新科技,9.45,11:09:17,家用电器
002076,雪 莱 特,3.61,13:15:30,家用电器
300071,华谊嘉信,4.07,09:50:12,广告包装
601068,中铝国际,8.81,09:25:00,建筑施工
300703,创源文化,16.94,09:25:03,文教休闲
600146,商赢环球,10.54,14:14:29,服饰
002418,康盛股份,3.72,09:30:27,机械基件
002871,伟隆股份,22.85,11:20:03,机械基件
002906,华阳集团,14.89,09:25:03,汽车配件
603297,N永新,37.25,10:57:12,电器仪表
300069,金利华电,11.63,09:31:48,电气设备
600312,平高电气,5.46,09:25:00,电气设备
000400,许继电气,8.17,09:25:03,电气设备
603988,中电电机,12.6,09:30:06,电气设备
002692,睿康股份,3.99,09:59:30,电气设备
002856,美芝股份,23.65,10:41:00,装修装饰
